Painting,"Painting  is the practice of applying paint, pigment, color or other medium to a solid surface (called the ""matrix"" or ""support""). The medium is commonly applied to the base with a brush, but other implements, such as knives, sponges, and airbrushes, can be used.  In art, the term  painting  describes both the act and the result of the action (the final work is called ""a painting""). The support for paintings includes such surfaces as walls, paper, canvas, wood, glass, lacquer, pottery, leaf, copper and concrete, and the painting may incorporate multiple other materials, including sand, clay, paper, plaster, gold leaf, and even whole objects.  Painting is an important form in the visual arts, bringing in elements such as drawing, composition, gesture (as in gestural painting), narration (as in narrative art), and abstraction (as in abstract art). Paintings can be naturalistic and representational (as in still life and landscape painting), photographic, abstract, narrative, symbolistic (as in Symbolist art), emotive (as in Expressionism) or political in nature (as in Artivism).  A portion of the history of painting in both Eastern and Western art is dominated by religious art. Examples of this kind of painting range from artwork depicting mythological figures on pottery, to Biblical scenes on the Sistine Chapel ceiling, to scenes from the life of Buddha (or other images of Eastern religious origin).",https://en.wikipedia.org/wiki/Painting
Palmistry,"Palmistry , also known as  palm reading ,  chiromancy , or  chirology , is the practice of fortune-telling through the pseudoscience study of the palm. The practice is found all over the world, with numerous cultural variations. Those who practice chiromancy are generally called  palmists ,  hand readers ,  hand analysts , or  chirologists .  There are many—often conflicting—interpretations of various lines and palmar features across various teachings of palmistry. Palmistry is practiced by the Hindu, Brahmins, and is also indirectly referenced in the Book of Job. The contradictions between different interpretations, as well as the lack of evidence for palmistry's predictions, have caused palmistry to be viewed as a pseudoscience by academics.",https://en.wikipedia.org/wiki/Palmistry
Performance,"A  performance  is an act of staging or presenting a play, concert, or other form of entertainment. It is also defined as the action or process of carrying out or accomplishing an action, task, or function.",https://en.wikipedia.org/wiki/Performance
Pet,"A  pet , or  companion animal , is an animal kept primarily for a person's company or entertainment rather than as a working animal, livestock or a laboratory animal. Popular pets are often considered to have attractive appearances, intelligence and relatable personalities, but some pets may be taken in on an altruistic basis (such as a stray animal) and accepted by the owner regardless of these characteristics.  Two of the most popular pets are dogs and cats; the technical term for a cat lover is an ailurophile and a dog lover a cynophile. Other animals commonly kept include: rabbits; ferrets; pigs; rodents, such as gerbils, hamsters, chinchillas, rats, mice, and guinea pigs; avian pets, such as parrots, passerines and fowls; reptile pets, such as turtles, alligators, crocodiles, lizards, and snakes; aquatic pets, such as fish, freshwater and saltwater snails, amphibians like frogs and salamanders; and arthropod pets, such as tarantulas and hermit crabs. Small pets may be grouped together as pocket pets, while the equine and bovine group include the largest companion animals.  Pets provide their owners (or ""guardians"") both physical and emotional benefits. Walking a dog can provide both the human and the dog with exercise, fresh air and social interaction. Pets can give companionship to people who are living alone or elderly adults who do not have adequate social interaction with other people. There is a medically approved class of therapy animals, mostly dogs or cats, that are brought to visit confined humans, such as children in hospitals or elders in nursing homes. Pet therapy utilizes trained animals and handlers to achieve specific physical, social, cognitive or emotional goals with patients.    People most commonly get pets for companionship, to protect a home or property or because of the perceived beauty or attractiveness of the animals. A 1994 Canadian study found that the most common reasons for not owning a pet were lack of ability to care for the pet when traveling (34.6%), lack of time (28.6%) and lack of suitable housing (28.3%), with dislike of pets being less common (19.6%). Some scholars, ethicists and animal rights organizations have raised concerns over keeping pets because of the lack of autonomy and the objectification of non-human animals.",https://en.wikipedia.org/wiki/Pet
Pet adoption & fostering,bad title,
Pet sitting,"Pet sitting  is the act of temporarily taking care of another person's pet for a given time frame. It commonly occurs at the pet owner's home, but may also occur at the provider's home or at a pet sitting place of business or organization. Pet sitting is a more personal and individualized arrangement for care compared to boarding or kenneling. Specialized training is usually not required for pet sitting.",https://en.wikipedia.org/wiki/Pet sitting
Philately,"Philately  ( ;  fi- LAT -ə-lee ) is the study of postage stamps and postal history. It also refers to the collection, appreciation and research activities on stamps and other philatelic products. Philately involves more than just stamp collecting or the study of postage; it is possible to be a philatelist without owning any stamps. For instance, the stamps being studied may be very rare or reside only in museums.",https://en.wikipedia.org/wiki/Philately
Photography,"Photography  is the art, application, and practice of creating durable images by recording light, either electronically by means of an image sensor, or chemically by means of a light-sensitive material such as photographic film. It is employed in many fields of science, manufacturing (e.g., photolithography), and business, as well as its more direct uses for art, film and video production, recreational purposes, hobby, and mass communication. Typically, a lens is used to focus the light reflected or emitted from objects into a real image on the light-sensitive surface inside a camera during a timed exposure. With an electronic image sensor, this produces an electrical charge at each pixel, which is electronically processed and stored in a digital image file for subsequent display or processing. The result with photographic emulsion is an invisible latent image, which is later chemically ""developed"" into a visible image, either negative or positive depending on the purpose of the photographic material and the method of processing. A negative image on film is traditionally used to photographically create a positive image on a paper base, known as a print, either by using an enlarger or by contact printing.",https://en.wikipedia.org/wiki/Photography
Pilates,"Pilates  ( ;  German:  [piˈlaːtəs] ) is a physical fitness system developed in the early 20th century by Joseph Pilates, after whom it was named. Pilates called his method "" Contrology "". It is practiced worldwide, especially in Western countries such as Australia, Canada, the United States and the United Kingdom. As of 2005, there were 11 million people practicing the discipline regularly and 14,000 instructors in the United States. Pilates developed in the aftermath of the late 19th century physical culture of exercising in order to alleviate ill health.   A study undertaken by the Australian Federal Government was published in 2015  based on research up to 2013. The conclusion of this review was that there was only limited evidence to support the use of Pilates to alleviate problems such as lower back pain. A new review, the Natural Therapies Review 2019-20, has been commissioned to determine whether Pilates (and other natural therapies) are effective, using up to date research. Whilst the 2015 Review looked at 13 studies, the Pilates Alliance of Australasia has submitted over 400 studies related to the effectiveness of Pilates.",https://en.wikipedia.org/wiki/Pilates
Planning,"Planning  is the process of thinking about the activities required to achieve a desired goal. It is the first and foremost activity to achieve desired results. It involves the creation and maintenance of a plan, such as psychological aspects that require conceptual skills. There are even a couple of tests to measure someone’s capability of planning well. As such, planning is a fundamental property of intelligent behavior.  An important further meaning, often just called ""planning"", is the legal context of permitted building developments.  Also, planning has a specific process and is necessary for multiple occupations (particularly in fields such as management, business, etc.). In each field there are different types of plans that help companies achieve efficiency and effectiveness. An important, albeit often ignored aspect of planning, is the relationship it holds to forecasting. Forecasting can be described as predicting what the future will look like, whereas planning predicts what the future should look like for multiple scenarios. Planning combines forecasting with preparation of scenarios and how to react to them. Planning is one of the most important project management and time management techniques. Planning is preparing a sequence of action steps to achieve some specific goal. If a person does it effectively, they can reduce much the necessary time and effort of achieving the goal. A plan is like a map. When following a plan, a person can see how much they have progressed towards their project goal and how far they are from their destination.",https://en.wikipedia.org/wiki/Planning
Plastic art,"Plastic arts   are art forms which involve physical manipulation of a plastic medium by molding or modeling such as sculpture or ceramics.  Less often the term may be used broadly for all the visual arts (such as painting, sculpture, film and photography), as opposed to literature and music.  Materials for use in the plastic arts, in the narrower definition, include those that can be carved or shaped, such as stone or wood, concrete, glass, or metal.  The term ""plastic"" has been used to mean certain synthetic organic resins ever since they were invented, but the term ""plastic arts"" long preceded them.  The term should not be confused, either, with Piet Mondrian's concept of ""Neoplasticism"".",https://en.wikipedia.org/wiki/Plastic arts
Playing musical instruments,bad title,
Poetry,"Poetry  (derived from the Greek  poiesis , ""making"") is a form of literature that uses aesthetic and often rhythmic qualities of language—such as phonaesthetics, sound symbolism, and metre—to evoke meanings in addition to, or in place of, the prosaic ostensible meaning.  Poetry has a long history – dating back to prehistoric times with hunting poetry in Africa, and to panegyric and elegiac court poetry of the empires of the Nile, Niger, and Volta River valleys. Some of the earliest written poetry in Africa occurs among the Pyramid Texts written during the 25th century BCE. The earliest surviving Western Asian epic poetry, the  Epic of Gilgamesh , was written in Sumerian.  Early poems in the Eurasian continent evolved from folk songs such as the Chinese  Shijing ; or from a need to retell oral epics, as with the Sanskrit  Vedas , the Zoroastrian  Gathas , and the Homeric epics, the  Iliad  and the  Odyssey . Ancient Greek attempts to define poetry, such as Aristotle's  Poetics , focused on the uses of speech in rhetoric, drama, song, and comedy. Later attempts concentrated on features such as repetition, verse form, and rhyme, and emphasized the aesthetics which distinguish poetry from more objectively-informative prosaic writing.  Poetry uses forms and conventions to suggest differential interpretations of words, or to evoke emotive responses. Devices such as assonance, alliteration, onomatopoeia, and rhythm may convey musical or incantatory effects. The use of ambiguity, symbolism, irony, and other stylistic elements of poetic diction often leaves a poem open to multiple interpretations. Similarly, figures of speech such as metaphor, simile, and metonymy establish a resonance between otherwise disparate images—a layering of meanings, forming connections previously not perceived. Kindred forms of resonance may exist, between individual verses, in their patterns of rhyme or rhythm.  Some poetry types are unique to particular cultures and genres and respond to characteristics of the language in which the poet writes. Readers accustomed to identifying poetry with Dante, Goethe, Mickiewicz, or Rumi may think of it as written in lines based on rhyme and regular meter. There are, however, traditions, such as Biblical poetry, that use other means to create rhythm and euphony. Much modern poetry reflects a critique of poetic tradition, testing the principle of euphony itself or altogether forgoing rhyme or set rhythm. In an increasingly globalized world, poets often adapt forms, styles, and techniques from diverse cultures and languages. Poets have contributed to the evolution of the linguistic, expressive, and utilitarian qualities of their languages.  A Western cultural tradition (extending at least from Homer to Rilke) associates the production of poetry with inspiration – often by a Muse (either classical or contemporary).",https://en.wikipedia.org/wiki/Poetry
Poi,bad title,
Pole dancing,"Pole dance  combines dance and acrobatics centered on a vertical pole. This performance art form takes place not only in gentleman's clubs as erotic dance, but has also as a mainstream form of fitness, practiced in gyms and dedicated dance studios. Pole dancing enthusiasts are all ages; although many who perform this dance and acrobatic form are adults, that does not stop younger children from learning and performing in competitions. Amateur and professional pole dancing competitions are held in countries around the world.   Pole dance requires significant muscular endurance and coordination (as well as sensuality, in exotic dancing). Today, pole performances by exotic dancers range from basic spins and striptease in more intimate clubs, to athletic moves such as climbs and body inversions in the ""stage heavy"" clubs of Las Vegas and Miami. Dancer Remy Redd at the King of Diamonds, for example, is famous for flipping herself upside down into a split and hanging from the ceiling. Pole dance requires significant strength and flexibility.  Upper body and core strength are required to attain proficiency, proper instruction, and rigorous training is necessary. Since the mid 2000s, promoters of pole dance fitness competitions have been trying to change peoples' perception of pole dance to include pole fitness as a non-sexual form of dance and acrobatics, and are trying to move pole into the Olympics as pole sports.  Pole dance is regarded as a form of exercise which can be used as both an aerobic and anaerobic workout. Recognized schools and qualifications are now commonplace.",https://en.wikipedia.org/wiki/Pole dance
Postcrossing,"Postcrossing  is an online project that allows its members to send and receive postcards from all over the world. The project's tag line is ""send a postcard and receive a postcard back from a random person somewhere in the world!"" Its members, also known as  postcrossers,  send postcards to other members and receive postcards back from other random postcrossers. Where the postcards come from is always a surprise.  Postcrossing is the union of the words ""postcard"" and ""crossing"" and its origin ""is loosely based on the Bookcrossing site"". However, the ""crossing"" or exchange of postcards works in a different way. A member sends a postcard to another postcrosser and receives a postcard back from a random postcrosser. Exchanges between the same two members only occur once; although direct swaps between members happen, they are not part of the official happenings on the site. The project is completely free and anyone with an address can create an account. The postcards and postage fees to mail them are the responsibility of each user.  As of January 2019, Postcrossing has over 750,000 members in 212 countries who have registered and exchanged over 50 million postcards that traveled over 250 billion kilometers. The highest concentration of Postcrossing members reside (in order) in Russia, Taiwan, the United States, China, Germany, the Netherlands, Poland, Belarus, Ukraine, Finland and the Czech Republic, each with over 20,000 members. Globally, most postcrossers reside in North America, Europe and East Asia. Of particular note, Postcrossing is popular in eastern European and former-Soviet states. As of January 2019, more than one third of the combined total of postcards were sent from Germany, Russia and the United States.",https://en.wikipedia.org/wiki/Postcrossing
Pottery,"Pottery  is the process and the products of forming vessels and other objects with clay and other ceramic materials, which are fired at high temperatures to give them a hard, durable form.   Major types include earthenware, stoneware and porcelain. The place where such wares are made by a  potter  is also called a  pottery  (plural ""potteries"").  The definition of  pottery  used by the American Society for Testing and Materials (ASTM), is ""all fired ceramic wares that contain clay when formed, except technical, structural, and refractory products."" In archaeology, especially of ancient and prehistoric periods, ""pottery"" often means vessels only, and figures of the same material are called ""terracottas.""  Clay as a part of the materials used is required by some definitions of pottery, but this is dubious.    Pottery is one of the oldest human inventions, originating before the Neolithic period, with ceramic objects like the Gravettian culture Venus of Dolní Věstonice figurine discovered in the Czech Republic dating back to 29,000–25,000 BC, and pottery vessels that were discovered in Jiangxi, China, which date back to 18,000 BC.  Early Neolithic and pre-Neolithic pottery artifacts have been found, in Jōmon Japan (10,500 BC), the Russian Far East (14,000 BC), Sub-Saharan Africa (9,400 BC), South America (9,000s-7,000s BC), and the Middle East (7,000s-6,000s BC).  Pottery is made by forming a ceramic (often clay) body into objects of a desired shape and heating them to high temperatures (600-1600 °C) in a bonfire, pit or kiln and induces reactions that lead to permanent changes including increasing the strength and rigidity of the object.  Much pottery is purely utilitarian, but much can also be regarded as ceramic art.  A clay body can be decorated before or after firing.    Clay-based pottery can be divided into three main groups: earthenware, stoneware and porcelain.  These require increasingly more specific clay material, and increasingly higher firing temperatures. All three are made in glazed and unglazed varieties, for different purposes.  All may also be decorated by various techniques. In many examples the group a piece belongs to is immediately visually apparent, but this is not always the case.  The fritware of the Islamic world does not use clay, so technically falls outside these groups.  Historic pottery of all these types is often grouped as either ""fine"" wares, relatively expensive and well-made, and following the aesthetic taste of the culture concerned, or alternatively ""coarse"", ""popular"", ""folk"" or ""village"" wares, mostly undecorated, or simply so, and often less well-made.",https://en.wikipedia.org/wiki/Pottery
Powerlifting,"Powerlifting  is a strength sport that consists of three attempts at maximal weight on three lifts: squat, bench press, and deadlift. As in the sport of Olympic weightlifting, it involves the athlete attempting a maximal weight single lift of a barbell loaded with weight plates. Powerlifting evolved from a sport known as ""odd lifts"", which followed the same three-attempt format but used a wider variety of events, akin to strongman competition. Eventually odd lifts became standardized to the current three.  In competition, lifts may be performed  equipped  or  un-equipped  (typically referred to as 'classic' or 'raw' lifting in the IPF specifically). Equipment in this context refers to a supportive bench shirt or squat/deadlift suit or briefs. In some federations, knee wraps are permitted in the equipped but not un-equipped division; in others, they may be used in both equipped and un-equipped lifting. Weight belts, knee sleeves, wrist wraps and special footwear may also be used, but are not considered when distinguishing equipped from un-equipped lifting. Competitions take place across the world. Powerlifting has been a Paralympic sport (bench press only) since 1984 and, under the IPF, is also a World Games sport. Local, national and international competitions have also been sanctioned by other federations operating independently of the IPF.",https://en.wikipedia.org/wiki/Powerlifting
Practical jokes,"A  practical joke , or  prank , is a mischievous trick played on someone, generally causing the victim to experience embarrassment, perplexity, confusion, or discomfort. A person who performs a practical joke is called a ""practical joker"" or ""prankster"". Other terms for practical jokes include  gag ,   rib ,  jape , or  shenanigan .  Practical jokes differ from confidence tricks or hoaxes in that the victim finds out, or is let in on the joke, rather than being talked into handing over money or other valuables. Practical jokes are generally lighthearted and without lasting effect; they aim to make the victim feel humbled or foolish, but not victimized or humiliated. Thus most practical jokes are affectionate gestures of humour and designed to encourage laughter. However, practical jokes performed with cruelty can constitute bullying, whose intent is to harass or exclude rather than reinforce social bonds through ritual humbling. Some countries in Western culture traditionally emphasize the carrying out of practical jokes on April Fools' Day.",https://en.wikipedia.org/wiki/Practical joke
Pressed flower craft,"Pressed flower art consists of drying flower petals and leaves in a  flower press  to flatten and exclude light and moisture. It has long been practised as an art form in China and in Japan, where it is known as  oshibana  ( 押し花 ). Outside of Asia, the art gained popularity in Britain during the Victorian era and experienced a revival from the 1970s to the early 2000s. Some artists outside of Asia have continued to use it. Pressing flowers makes them appear flat, and there is often a change in color, ranging from faded colors to a greater intensity of vibrant colors. The pressed flowers and leaves can be used in a variety of craft projects. They are often mounted on special paper, such as handmade paper, Ingres paper, Japanese paper, or paper decorated by marbling. Each leaf and flower is glued onto a precise location. With a creative approach to the use of materials, a leaf becomes a tree and petals form mountains. Washes of watercolor painting are sometimes applied to the backing paper before the pressed material is attached. Pressed material may also be mounted on fabrics, such as velvet, silk, linen or cotton. Petals and leaves can be applied to wood furnishings using the technique of Decoupage.",https://en.wikipedia.org/wiki/Pressed flower craft
Proofreading and editing,bad title,
Proverbs,"A  proverb  (from Latin:  proverbium ) is a simple, concrete, traditional saying that expresses a perceived truth based on common sense or experience. Proverbs are often metaphorical and use formulaic language. Collectively, they form a genre of folklore.  Some proverbs exist in more than one language because people borrow them from languages and cultures similar to theirs. In the West, the Bible (including, but not limited to the Book of Proverbs) and medieval Latin (aided by the work of Erasmus) have played a considerable role in distributing proverbs. Not all Biblical proverbs, however, were distributed to the same extent: one scholar has gathered evidence to show that cultures in which the Bible is the ""major spiritual book contain between three hundred and five hundred proverbs that stem from the Bible,"" whereas another shows that, of the 106 most common and widespread proverbs across Europe, 11 are from the Bible. However, almost every culture has its own unique proverbs.",https://en.wikipedia.org/wiki/Proverb
Public speaking,"Public speaking  (also called  oratory  or  oration ) is giving speech face to face to live audience. However, due to the evolution of public speaking, it is modernly viewed as any form of speaking (formally and informally) between an audience and the speaker.  Traditionally, public speaking was considered to be a part of the art of persuasion. The act can accomplish particular purposes including to inform, to persuade, and to entertain. Additionally, differing methods, structures, and rules can be utilized according to the speaking situation.  Public speaking was developed in Rome and Greece. Prominent thinkers from these lands influenced the development and evolutionary history of public speaking. Currently, technology continues to transform the art of public speaking through newly available technology such as videoconferencing, multimedia presentations, and other nontraditional forms.",https://en.wikipedia.org/wiki/Public speaking
Puppetry,"Puppetry  is a form of theatre or performance that involves the manipulation of puppets – inanimate objects, often resembling some type of human or animal figure, that are animated or manipulated by a human called a puppeteer. Such a performance is also known as a puppet production. The script for a puppet production is called a puppet play. Puppeteers use movements from hands and arms to control devices such as rods or strings to move the body, head, limbs, and in some cases the mouth and eyes of the puppet. The puppeteer sometimes speaks in the voice of the character of the puppet, while at other times they perform to a recorded soundtrack.  There are many different varieties of puppets, and they are made of a wide range of materials, depending on their form and intended use. They can be extremely complex or very simple in their construction. The simplest puppets are finger puppets, which are tiny puppets that fit onto a single finger, and sock puppets, which are formed from a sock and operated by inserting one's hand inside the sock, with the opening and closing of the hand simulating the movement of the puppet's ""mouth"". A hand puppet or glove puppet is controlled by one hand which occupies the interior of the puppet and moves the puppet around. Punch and Judy puppets are familiar examples. Other hand or glove puppets are larger and require two puppeteers for each puppet. Japanese Bunraku puppets are an example of this. Marionettes are suspended and controlled by a number of strings, plus sometimes a central rod attached to a control bar held from above by the puppeteer. Rod puppets are made from a head attached to a central rod. Over the rod is a body form with arms attached controlled by separate rods. They have more movement possibilities as a consequence than a simple hand or glove puppet.  Puppetry is a very ancient form of theatre which was first recorded in the 5th century BC in Ancient Greece. Some forms of puppetry may have originated as long ago as 3000 years BC. Puppetry takes many forms, but they all share the process of animating inanimate performing objects to tell a story. Puppetry occurs in almost all human societies where puppets are used for the purpose of entertainment through performance, as sacred objects in rituals, as symbolic effigies in celebrations such as carnivals, and as a catalyst for social and psychological change in transformative arts.",https://en.wikipedia.org/wiki/Puppetry
Puzzles,"A  puzzle  is a game, problem, or toy that tests a person's ingenuity or knowledge. In a puzzle, the solver is expected to put pieces together in a logical way, in order to arrive at the correct or fun solution of the puzzle. There are different genres of puzzles, such as crossword puzzles, word-search puzzles, number puzzles, relational puzzles, and logic puzzles.  Puzzles are often created to be a form of entertainment but they can also arise from serious mathematical or logical problems. In such cases, their solution may be a significant contribution to mathematical research.",https://en.wikipedia.org/wiki/Puzzle
Pyrography,"Pyrography  or  pyrogravure  is the free handed art of decorating wood or other materials with burn marks resulting from the controlled application of a heated object such as a poker. It is also known as  pokerwork  or  wood burning .  The term means ""writing with fire"", from the Greek  pur  (fire) and  graphos  (writing). It can be practiced using specialized modern pyrography tools, or using a metal implement heated in a fire, or even sunlight concentrated with a magnifying lens.  ""Pyrography dates from the 17th century and reached its highest standard in the 19th century. In its crude form it is pokerwork."" A large range of tones and shades can be achieved. Varying the type of tip used, the temperature, or the way the iron is applied to the material all create different effects. After the design is burned in, wooden objects are often coloured. Light-coloured hardwoods such as sycamore, basswood, beech and birch are most commonly used, as their fine grain is not obtrusive. However, other woods, such as maple, pine or oak, are also used. Pyrography is also applied to leather items, using the same hot-iron technique. Leather lends itself to bold designs, and also allows very subtle shading to be achieved. Specialist vegetable-tanned leather must be used for pyrography (as modern tanning methods leave chemicals in the leather which are toxic when burned), typically in light colours for good contrast.  Pyrography is also popular among gourd crafters and artists, where designs are burned onto the exterior of a dried hard-shell gourd.",https://en.wikipedia.org/wiki/Pyrography
Quilling,"Trebuie să iei o hârtie și so urmezi Quillwork}}    Quilling  or  paper filigree  is an art form that involves the use of strips of paper that are rolled, shaped, and glued together to create decorative designs. The paper is rolled, looped, curled, twisted, and otherwise manipulated to create shapes that makeup designs to decorate greetings cards, pictures, boxes, eggs, and to make models, jewelry, mobiles, etc. Quilling starts with rolling a strip of paper into a coil and then pinching the coil into shapes that can be glued together. There are advanced techniques and different sized paper that are used to create 3D miniatures, abstract art, flowers, and portraits among many things.",https://en.wikipedia.org/wiki/Quilling
Quilting,"Quilting  is the term given to the process of joining a minimum of three layers of fabric together either through stitching manually by hand using a needle and thread, or mechanically with a sewing machine or specialised longarm quilting system. An array of stitches is passed through all layers of the fabric to create a three dimensional padded surface. The three layers are typically referred to as the top fabric or quilt top, batting or insulating material and the backing.  Quilting varies from a purely functional fabric joinery technique to highly elaborate, decorative three dimensional surface treatments. A wide variety of textile products are traditionally associated with quilting that includes bed coverings, soft home furnishings, garments and costumes, wall hangings, artistic objects and cultural artefacts.  A wide range of effects can be employed by the quilter that contribute to the final surface quality and utility of the quilted material. The quilter controls these effects through the manipulation of elements such as material type and thickness, stitch length and style, pattern design, piecing and cutting. Two dimensional effects such as optical illusions can be achieved through aesthetic choices regarding colour, texture and print. Three dimensional and sculptural components of quilted material can be manipulated and enhanced with further embellishment which may include appliqué, embroidery techniques such as shisha mirror work, and the inclusion of other objects or elements such as pearls, beads, buttons, sequins. Some quilters dye or create their own fabrics. In contemporary artistic quilting, new and experimental materials such as plastics, paper, naturally occurring fibres and plants amongst a diverse array of other materials have been used.  Quilting can be considered one of the first examples of upcycling, as it has historically made extensive use of remnants and offcuts for the creation of new products.",https://en.wikipedia.org/wiki/Quilting
Quizzes,"A  quiz  is a form of game or mind sport in which players attempt to answer questions correctly about a certain or variety of subjects. Quizzes can be used as a brief assessment in education and similar fields to measure growth in knowledge, abilities, or skills. They can also be televised for entertainment purposes, often in a game show format.",https://en.wikipedia.org/wiki/Quiz
Radio-controlled model playing,bad title,
Rail transport modeling,"Railway modelling  (UK, Australia and Ireland) or  model railroading  (US and Canada) is a hobby in which rail transport systems are modelled at a reduced scale.  The scale models include locomotives, rolling stock, streetcars, tracks, signalling, cranes, and landscapes including: countryside, roads, bridges, buildings, vehicles, harbors, urban landscape, model figures, lights, and features such as rivers, hills, tunnels, and canyons.  The earliest  model railway s were the 'carpet railways' in the 1840s. The first documented model railway was the Railway of the Prince Imperial (French: Chemin de fer du Prince impérial) built in 1859 by emperor Napoleon III for his then 3-year-old son, also Napoleon, in the grounds of the Château de Saint-Cloud in Paris. It was powered by clockwork and ran in a figure-of-eight. Electric trains appeared around the start of the 20th century, but these were crude likenesses. Model trains today are more realistic, in addition to being much more technologically advanced. Today modellers create model railway layouts, often recreating real locations and periods throughout history. The world's oldest working model railway is a model designed to train signalmen on the Lancashire and Yorkshire Railway. It is located in the National Railway Museum, York, England and dates back to 1912. It remained in use until 1995. The model was built as a training exercise by apprentices of the company's Horwich works and supplied with rolling stock by Bassett-Lowke.",https://en.wikipedia.org/wiki/Rail transport modelling
Rapping,"Rapping  (or  rhyming ,  spitting ,  emceeing , or  MCing ) is a musical form of vocal delivery that incorporates ""rhyme, rhythmic speech, and street vernacular"", which is performed or chanted in a variety of ways, usually over a backing beat or musical accompaniment.  The components of rap include ""content"" (what is being said), ""flow"" (rhythm, rhyme), and ""delivery"" (cadence, tone). Rap differs from spoken-word poetry in that it is usually performed off time to musical accompaniment. Rap being a primary ingredient of hip hop music, it is commonly associated with that genre in particular; however, the origins of rap predated for many years to hip-hop culture.  Precursors to modern rap include the West African griot tradition, certain vocal styles of blues, jazz, 1960s African-American poetry, and  Sprechgesang . The modern use of rap in popular music originated in the Bronx, New York City in the 1970s, alongside the hip hop genre and cultural movement. Rapping developed from the role of master of ceremonies (MC) at parties within the scene. They would encourage and entertain guests between DJ sets, which evolved into longer performances.  Rap is usually delivered over a beat, typically provided by a DJ, turntablist, beatboxer, or performed a cappella without accompaniment. Stylistically, rap occupies a gray area between speech, prose, poetry, and singing. The word, which predates the musical form, originally meant ""to lightly strike"", and is now used to describe quick speech or repartee. The word had been used in British English since the 16th century. It was part of the African American dialect of English in the 1960s meaning ""to converse"", and very soon after that in its present usage as a term denoting the musical style. Today, the term rap is so closely associated with hip-hop music that many writers use the terms interchangeably.",https://en.wikipedia.org/wiki/Rapping
Reading,"Reading  is the process of taking in the sense or meaning of letters, symbols, etc., especially by sight or touch. For educators and researchers, reading is a multifaceted process involving such areas as word recognition, orthography (spelling), alphabetics, phonics, phonemic awareness, vocabulary, comprehension, fluency, and motivation. Other types of reading and writing, such as pictograms (e.g., a hazard symbol and an emoji), are not based on speech based writing systems. The common link is the interpretation of symbols to extract the meaning from the visual notations or tactile signals (as in the case of Braille).",https://en.wikipedia.org/wiki/Reading
Recipe creation,bad title,
Refinishing,"In woodworking and the decorative arts,  refinishing  refers to the act of repairing or reapplying the wood finishing on an object. In practice, this may apply to the paint or wood finish top coat, lacquer or varnish. The artisan or restorer is traditionally aiming for an improved or restored and renewed finish. Refinishing can apply to a variety of surfaces and materials such as wood, glass, metal, plastic and paint, although in Britain, when referring to wood or wooden furniture it is commonly known as repolishing - short for re-French Polishing.   There are a great variety of both traditional and modern finishes, including the use of faux finishes.  One interesting modern development in refinishing is the art of distressing or antiquing, making the finishes of pieces look older.  While refinishing is often undertaken to salvage an old piece of furniture, in the case of antique furniture refinishing has been known to significantly reduce the overall value of the piece.",https://en.wikipedia.org/wiki/Refinishing
Reiki,"Reiki  ( 霊気 ,  )  is a Japanese form of alternative medicine called energy healing. Reiki practitioners use a technique called  palm healing  or  hands-on healing  through which a ""universal energy"" is said to be transferred through the palms of the practitioner to the patient in order to encourage emotional or physical healing.  Reiki is a pseudoscience, and is used as an illustrative example of pseudoscience in scholarly texts and academic journal articles. It is based on  qi  (""chi""), which practitioners say is a universal life force, although there is no empirical evidence that such a life force exists. Clinical research does not show reiki to be effective as a treatment for any medical condition, including cancer, diabetic neuropathy, or anxiety and depression, therefore it should not replace conventional medical treatment.  There is no proof of the effectiveness of reiki therapy compared to placebo. Studies reporting positive effects have had methodological flaws.",https://en.wikipedia.org/wiki/Reiki
Reviewing Gadgets,bad title,
Robot combat,"Robot combat  is a mode of robot competition in which custom-built machines fight using various methods to incapacitate each other. The machines have generally been remote-controlled vehicles rather than autonomous robots.  Robot combat competitions have been made into television series, including  Robot Wars  in the UK and  Battlebots  in the US. These shows were originally broadcast in the late 1990s to early 2000s and experienced revivals in the mid-2010s. As well as televised competitions, smaller robot combat events are staged for live audiences such as those organized by the Robot Fighting League.  Robot builders are generally hobbyists and the complexity and cost of their machines can vary substantially. Robot combat uses weight classes, with the heaviest robots able to exert more power and destructive capabilities. The rules of competitions are designed for the safety of the builders, operators, and spectators while also providing for an entertaining spectacle. Robot combat arenas are generally surrounded by a bulletproof screen.  Competitor robots come in a variety of designs, with different strategies for winning fights. Robot designs typically incorporate weapons for attacking opponents, such as axes, hammers, flippers and spinning devices. Rules almost always prohibit gun-like weapons as well as other strategies not conducive to the safety and enjoyment of participants and spectators.",https://en.wikipedia.org/wiki/Robot combat
